unique_id,timestamp,value
COAST,2021-08-08 14:00:00,19040.59
COAST,2021-08-08 15:00:00,19418.57
COAST,2021-08-08 16:00:00,19488.47
COAST,2021-08-08 17:00:00,19507.11
COAST,2021-08-08 18:00:00,19371.71
COAST,2021-08-08 19:00:00,19051.86
COAST,2021-08-08 20:00:00,18454.38
COAST,2021-08-08 21:00:00,17972.11
COAST,2021-08-08 22:00:00,17433.97
COAST,2021-08-08 23:00:00,16541.42
COAST,2021-08-09 00:00:00,15670.25
COAST,2021-08-09 01:00:00,14897.25
COAST,2021-08-09 02:00:00,14316.36
COAST,2021-08-09 03:00:00,13972.12
COAST,2021-08-09 04:00:00,13842.89
COAST,2021-08-09 05:00:00,13880.55
COAST,2021-08-09 06:00:00,14172.48
COAST,2021-08-09 07:00:00,14492.95
COAST,2021-08-09 08:00:00,14698.77
COAST,2021-08-09 09:00:00,15651.04
COAST,2021-08-09 10:00:00,16934.78
COAST,2021-08-09 11:00:00,18147.15
COAST,2021-08-09 12:00:00,19143.24
COAST,2021-08-09 13:00:00,19982.87
COAST,2021-08-09 14:00:00,20646.25
COAST,2021-08-09 15:00:00,21062.12
COAST,2021-08-09 16:00:00,21047.05
COAST,2021-08-09 17:00:00,20928.17
COAST,2021-08-09 18:00:00,20538.9
COAST,2021-08-09 19:00:00,19837.94
COAST,2021-08-09 20:00:00,19044.65
COAST,2021-08-09 21:00:00,18540.46
COAST,2021-08-09 22:00:00,17938.66
COAST,2021-08-09 23:00:00,17027.33
COAST,2021-08-10 00:00:00,16059.21
COAST,2021-08-10 01:00:00,15254.56
COAST,2021-08-10 02:00:00,14595.5
COAST,2021-08-10 03:00:00,14150.22
COAST,2021-08-10 04:00:00,13926.08
COAST,2021-08-10 05:00:00,13904.99
COAST,2021-08-10 06:00:00,14150.2
COAST,2021-08-10 07:00:00,14452.71
COAST,2021-08-10 08:00:00,14603.58
COAST,2021-08-10 09:00:00,15537.01
COAST,2021-08-10 10:00:00,16753.21
COAST,2021-08-10 11:00:00,17961.02
COAST,2021-08-10 12:00:00,19046.75
COAST,2021-08-10 13:00:00,19922.28
COAST,2021-08-10 14:00:00,20681.3
COAST,2021-08-10 15:00:00,21136.54
COAST,2021-08-10 16:00:00,21062.98
COAST,2021-08-10 17:00:00,20787.26
COAST,2021-08-10 18:00:00,20281.36
COAST,2021-08-10 19:00:00,19565.25
COAST,2021-08-10 20:00:00,18865.42
COAST,2021-08-10 21:00:00,18328.68
COAST,2021-08-10 22:00:00,17707.6
COAST,2021-08-10 23:00:00,16818.33
COAST,2021-08-11 00:00:00,15866.9
COAST,2021-08-11 01:00:00,15024.59
COAST,2021-08-11 02:00:00,14435.16
COAST,2021-08-11 03:00:00,13955.63
COAST,2021-08-11 04:00:00,13702.48
COAST,2021-08-11 05:00:00,13610.86
COAST,2021-08-11 06:00:00,13869.65
COAST,2021-08-11 07:00:00,14160.58
COAST,2021-08-11 08:00:00,14341.54
COAST,2021-08-11 09:00:00,15227.18
COAST,2021-08-11 10:00:00,16462.6
COAST,2021-08-11 11:00:00,17666.93
COAST,2021-08-11 12:00:00,18811.91
COAST,2021-08-11 13:00:00,19769.7
COAST,2021-08-11 14:00:00,20433.17
COAST,2021-08-11 15:00:00,20428.0
COAST,2021-08-11 16:00:00,19582.25
COAST,2021-08-11 17:00:00,18733.51
COAST,2021-08-11 18:00:00,18395.61
COAST,2021-08-11 19:00:00,18124.79
COAST,2021-08-11 20:00:00,17717.09
COAST,2021-08-11 21:00:00,17435.3
COAST,2021-08-11 22:00:00,17034.07
COAST,2021-08-11 23:00:00,16239.56
COAST,2021-08-12 00:00:00,15323.48
COAST,2021-08-12 01:00:00,14570.2
COAST,2021-08-12 02:00:00,13964.66
COAST,2021-08-12 03:00:00,13524.11
COAST,2021-08-12 04:00:00,13297.13
COAST,2021-08-12 05:00:00,13270.01
COAST,2021-08-12 06:00:00,13562.06
COAST,2021-08-12 07:00:00,13925.85
COAST,2021-08-12 08:00:00,14079.94
COAST,2021-08-12 09:00:00,14959.61
COAST,2021-08-12 10:00:00,16166.54
COAST,2021-08-12 11:00:00,17411.6
COAST,2021-08-12 12:00:00,18556.29
COAST,2021-08-12 13:00:00,19443.91
COAST,2021-08-12 14:00:00,20124.58
COAST,2021-08-12 15:00:00,20403.48
COAST,2021-08-12 16:00:00,20459.85
COAST,2021-08-12 17:00:00,20083.24
COAST,2021-08-12 18:00:00,19347.89
COAST,2021-08-12 19:00:00,18621.38
COAST,2021-08-12 20:00:00,17933.32
COAST,2021-08-12 21:00:00,17539.65
COAST,2021-08-12 22:00:00,17005.31
COAST,2021-08-12 23:00:00,16131.66
COAST,2021-08-13 00:00:00,15249.89
COAST,2021-08-13 01:00:00,14417.11
COAST,2021-08-13 02:00:00,13780.99
COAST,2021-08-13 03:00:00,13322.01
COAST,2021-08-13 04:00:00,13089.25
COAST,2021-08-13 05:00:00,13069.79
COAST,2021-08-13 06:00:00,13360.63
COAST,2021-08-13 07:00:00,13715.47
COAST,2021-08-13 08:00:00,13931.3
COAST,2021-08-13 09:00:00,14703.91
COAST,2021-08-13 10:00:00,15755.4
COAST,2021-08-13 11:00:00,16814.57
COAST,2021-08-13 12:00:00,17669.63
COAST,2021-08-13 13:00:00,18196.56
COAST,2021-08-13 14:00:00,18490.76
COAST,2021-08-13 15:00:00,18376.2
COAST,2021-08-13 16:00:00,17920.74
COAST,2021-08-13 17:00:00,17720.96
COAST,2021-08-13 18:00:00,17663.62
COAST,2021-08-13 19:00:00,17438.96
COAST,2021-08-13 20:00:00,17089.48
COAST,2021-08-13 21:00:00,16825.98
COAST,2021-08-13 22:00:00,16351.03
COAST,2021-08-13 23:00:00,15609.33
COAST,2021-08-14 00:00:00,14744.87
COAST,2021-08-14 01:00:00,13973.32
COAST,2021-08-14 02:00:00,13371.04
COAST,2021-08-14 03:00:00,12912.98
COAST,2021-08-14 04:00:00,12617.57
COAST,2021-08-14 05:00:00,12447.19
COAST,2021-08-14 06:00:00,12459.44
COAST,2021-08-14 07:00:00,12578.22
COAST,2021-08-14 08:00:00,12769.21
COAST,2021-08-14 09:00:00,13708.14
COAST,2021-08-14 10:00:00,15001.44
COAST,2021-08-14 11:00:00,16202.99
COAST,2021-08-14 12:00:00,17286.14
COAST,2021-08-14 13:00:00,18050.06
COAST,2021-08-14 14:00:00,18525.4
COAST,2021-08-14 15:00:00,18893.96
COAST,2021-08-14 16:00:00,19101.13
COAST,2021-08-14 17:00:00,19058.08
COAST,2021-08-14 18:00:00,18814.53
COAST,2021-08-14 19:00:00,18463.01
COAST,2021-08-14 20:00:00,17743.88
COAST,2021-08-14 21:00:00,17255.85
COAST,2021-08-14 22:00:00,16550.41
COAST,2021-08-14 23:00:00,15651.23
COAST,2021-08-15 00:00:00,14765.83
COAST,2021-08-15 01:00:00,14092.15
COAST,2021-08-15 02:00:00,13456.81
COAST,2021-08-15 03:00:00,12939.69
COAST,2021-08-15 04:00:00,12599.31
COAST,2021-08-15 05:00:00,12369.99
COAST,2021-08-15 06:00:00,12254.35
COAST,2021-08-15 07:00:00,12207.27
COAST,2021-08-15 08:00:00,12187.94
COAST,2021-08-15 09:00:00,12941.55
COAST,2021-08-15 10:00:00,14121.99
COAST,2021-08-15 11:00:00,15464.67
COAST,2021-08-15 12:00:00,16742.97
COAST,2021-08-15 13:00:00,17745.4
COAST,2021-08-15 14:00:00,18424.72
COAST,2021-08-15 15:00:00,18955.33
COAST,2021-08-15 16:00:00,18989.23
COAST,2021-08-15 17:00:00,18159.95
COAST,2021-08-15 18:00:00,16784.92
COAST,2021-08-15 19:00:00,15908.91
COAST,2021-08-15 20:00:00,15424.21
COAST,2021-08-15 21:00:00,15280.95
COAST,2021-08-15 22:00:00,14927.24
COAST,2021-08-15 23:00:00,14214.43
COAST,2021-08-16 00:00:00,13413.76
COAST,2021-08-16 01:00:00,12748.17
COAST,2021-08-16 02:00:00,12275.9
COAST,2021-08-16 03:00:00,12003.73
COAST,2021-08-16 04:00:00,11926.49
COAST,2021-08-16 05:00:00,12044.65
COAST,2021-08-16 06:00:00,12458.19
COAST,2021-08-16 07:00:00,12973.15
COAST,2021-08-16 08:00:00,13192.87
COAST,2021-08-16 09:00:00,13763.05
COAST,2021-08-16 10:00:00,14826.64
COAST,2021-08-16 11:00:00,16061.11
COAST,2021-08-16 12:00:00,17269.12
COAST,2021-08-16 13:00:00,18213.19
COAST,2021-08-16 14:00:00,19011.57
COAST,2021-08-16 15:00:00,19456.9
COAST,2021-08-16 16:00:00,19435.97
COAST,2021-08-16 17:00:00,18585.8
COAST,2021-08-16 18:00:00,17292.7
